CD_PROGRAMA_IES;NM_REGIAO;SG_UF_PROGRAMA;SG_ENTIDADE_ENSINO;NM_MUNICIPIO_PROGRAMA_IES;NM_AREA_CONHECIMENTO
33003017044P3;SUDESTE;SP;UNICAMP;CAMPINAS;COMUNICAÇÃO
33003017046P6;SUDESTE;SP;UNICAMP;CAMPINAS;EDUCAÇÃO FÍSICA
33003017047P2;SUDESTE;SP;UNICAMP;CAMPINAS;INTERDISCIPLINAR
33003017049P5;SUDESTE;SP;UNICAMP;CAMPINAS;INTERDISCIPLINAR
33003017051P0;SUDESTE;SP;UNICAMP;CAMPINAS;FARMACOLOGIA
33003017052P6;SUDESTE;SP;UNICAMP;CAMPINAS;PARASITOLOGIA
33003017054P9;SUDESTE;SP;UNICAMP;CAMPINAS;MEDICINA
33003017058P4;SUDESTE;SP;UNICAMP;CAMPINAS;SAÚDE COLETIVA
33003017061P5;SUDESTE;SP;UNICAMP;CAMPINAS;DEMOGRAFIA
33003017062P1;SUDESTE;SP;UNICAMP;CAMPINAS;MEDICINA
33003017063P8;SUDESTE;SP;UNICAMP;CAMPINAS;MEDICINA
33003017065P0;SUDESTE;SP;UNICAMP;CAMPINAS;MEDICINA
33003017066P7;SUDESTE;SP;UNICAMP;CAMPINAS;FILOSOFIA
33003017069P6;SUDESTE;SP;UNICAMP;CAMPINAS;INTERDISCIPLINAR
33003017071P0;SUDESTE;SP;UNICAMP;CAMPINAS;ECONOMIA
33003017072P7;SUDESTE;SP;UNICAMP;CAMPINAS;ENFERMAGEM
33003017076P2;SUDESTE;SP;UNICAMP;CAMPINAS;ENGENHARIA MECÂNICA
33003017077P9;SUDESTE;SP;UNICAMP;CAMPINAS;ARTES
33003017078P5;SUDESTE;SP;UNICAMP;CAMPINAS;MEDICINA
33003017080P0;SUDESTE;SP;UNICAMP;CAMPINAS;GEOGRAFIA
33003017081P6;SUDESTE;SP;UNICAMP;CAMPINAS;ENSINO
33003017082P2;SUDESTE;SP;UNICAMP;CAMPINAS;CIÊNCIAS AMBIENTAIS
33003017085P1;SUDESTE;SP;UNICAMP;CAMPINAS;MATEMÁTICA
33003017086P8;SUDESTE;SP;UNICAMP;CAMPINAS;INTERDISCIPLINAR
33003017090P5;SUDESTE;SP;UNICAMP;CAMPINAS;SAÚDE COLETIVA
33003017091P1;SUDESTE;SP;UNICAMP;CAMPINAS;FARMÁCIA
33003017092P8;SUDESTE;SP;UNICAMP;CAMPINAS;ENSINO
33003017093P4;SUDESTE;SP;UNICAMP;CAMPINAS;ARTES
33003017094P0;SUDESTE;SP;UNICAMP;CAMPINAS;ARTES
33003017095P7;SUDESTE;SP;UNICAMP;CAMPINAS;ARQUITETURA E URBANISMO
33003017096P3;SUDESTE;SP;UNICAMP;SÃO PAULO;INTERDISCIPLINAR
33003025001P8;SUDESTE;SP;UNICAMP/LI;LIMEIRA;INTERDISCIPLINAR
33003025002P4;SUDESTE;SP;UNICAMP/LI;LIMEIRA;NUTRIÇÃO
33003025003P0;SUDESTE;SP;UNICAMP/LI;LIMEIRA;ENGENHARIA DE PRODUÇÃO
33003025004P7;SUDESTE;SP;UNICAMP/LI;LIMEIRA;INTERDISCIPLINAR
33003033001P3;SUDESTE;SP;UNICAMP/PI;PIRACICABA;ODONTOLOGIA
33003033003P6;SUDESTE;SP;UNICAMP/PI;PIRACICABA;ODONTOLOGIA
33003033004P2;SUDESTE;SP;UNICAMP/PI;PIRACICABA;ODONTOLOGIA
33003033005P9;SUDESTE;SP;UNICAMP/PI;PIRACICABA;ODONTOLOGIA
33003033008P8;SUDESTE;SP;UNICAMP/PI;PIRACICABA;ODONTOLOGIA
33003033009P4;SUDESTE;SP;UNICAMP/PI;PIRACICABA;ODONTOLOGIA
33003033010P2;SUDESTE;SP;UNICAMP/PI;PIRACICABA;ODONTOLOGIA
33004013063P4;SUDESTE;SP;UNESP;SÃO PAULO;ARTES
33004013066P3;SUDESTE;SP;UNESP;SÃO PAULO;ARTES
33004013068P6;SUDESTE;SP;UNESP;SÃO PAULO;GEOGRAFIA
33004013069P2;SUDESTE;SP;UNESP/IS;ILHA SOLTEIRA;CIÊNCIAS AMBIENTAIS
33004021011P0;SUDESTE;SP;UNESP/ARAÇ;ARAÇATUBA;ODONTOLOGIA
33004021073P5;SUDESTE;SP;UNESP/ARAÇ;ARAÇATUBA;ODONTOLOGIA
33004021074P1;SUDESTE;SP;UNESP/ARAÇ;ARAÇATUBA;ODONTOLOGIA
33004021075P8;SUDESTE;SP;UNESP/ARAÇ;ARAÇATUBA;MEDICINA VETERINÁRIA
33004030009P4;SUDESTE;SP;UNESP/ARAR;ARARAQUARA;LINGÜÍSTICA
33004030010P2;SUDESTE;SP;UNESP/ARAR;ARARAQUARA;ODONTOLOGIA
33004030016P0;SUDESTE;SP;UNESP/ARAR;ARARAQUARA;LETRAS
33004030017P7;SUDESTE;SP;UNESP/ARAR;ARARAQUARA;SOCIOLOGIA
33004030055P6;SUDESTE;SP;UNESP/ARAR;ARARAQUARA;CIÊNCIA E TECNOLOGIA DE ALIMENTOS
33004030059P1;SUDESTE;SP;UNESP/ARAR;ARARAQUARA;ODONTOLOGIA
33004030072P8;SUDESTE;SP;UNESP/ARAR;ARARAQUARA;QUÍMICA
33004030077P0;SUDESTE;SP;UNESP/ARAR;ARARAQUARA;BIOTECNOLOGIA
33004030078P6;SUDESTE;SP;UNESP/ARAR;ARARAQUARA;FARMÁCIA
33004030079P2;SUDESTE;SP;UNESP/ARAR;ARARAQUARA;EDUCAÇÃO
33004030080P0;SUDESTE;SP;UNESP/ARAR;ARARAQUARA;ECONOMIA
33004030081P7;SUDESTE;SP;UNESP/ARAR;ARARAQUARA;FARMÁCIA
33004030082P3;SUDESTE;SP;UNESP/ARAR;ARARAQUARA;ODONTOLOGIA
33004030083P0;SUDESTE;SP;UNESP/ARAR;ARARAQUARA;EDUCAÇÃO
33004048018P5;SUDESTE;SP;UNESP/ASS;ASSIS;HISTÓRIA
33004048019P1;SUDESTE;SP;UNESP/ASS;ASSIS;LETRAS
33004048021P6;SUDESTE;SP;UNESP/ASS;ASSIS;PSICOLOGIA
33004048023P9;SUDESTE;SP;UNESP/ASS;ASSIS;ZOOLOGIA
33004056079P0;SUDESTE;SP;UNESP/BAU;BAURU;ENSINO
33004056080P8;SUDESTE;SP;UNESP/BAU;BAURU;ENGENHARIA MECÂNICA
33004056081P4;SUDESTE;SP;UNESP/BAU;BAURU;COMUNICAÇÃO
33004056082P0;SUDESTE;SP;UNESP/BAU;BAURU;DESENHO INDUSTRIAL
33004056083P7;SUDESTE;SP;UNESP/BAU;BAURU;MATERIAIS
33004056085P0;SUDESTE;SP;UNESP/BAU;BAURU;PSICOLOGIA
33004056086P6;SUDESTE;SP;UNESP/BAU;BAURU;ENGENHARIA DE PRODUÇÃO
33004056087P2;SUDESTE;SP;UNESP/BAU;BAURU;ENGENHARIA ELÉTRICA
33004056088P9;SUDESTE;SP;UNESP/BAU;BAURU;INTERDISCIPLINAR
33004056089P5;SUDESTE;SP;UNESP/BAU;BAURU;ENGENHARIA CIVIL
33004056090P3;SUDESTE;SP;UNESP/BAU;BAURU;ARQUITETURA E URBANISMO
33004056091P0;SUDESTE;SP;UNESP/BAU;BAURU;ENSINO
33004056092P6;SUDESTE;SP;UNESP/BAU;BAURU;INTERDISCIPLINAR
33004064006P8;SUDESTE;SP;UNESP/BOT;BOTUCATU;MEDICINA
33004064012P8;SUDESTE;SP;UNESP/BOT;BOTUCATU;ZOOLOGIA
33004064014P0;SUDESTE;SP;UNESP/BOT;BOTUCATU;AGRONOMIA
33004064020P0;SUDESTE;SP;UNESP/BOT;BOTUCATU;MEDICINA
33004064021P7;SUDESTE;SP;UNESP/BOT;BOTUCATU;AGRONOMIA
33004064022P3;SUDESTE;SP;UNESP/BOT;BOTUCATU;MEDICINA VETERINÁRIA
33004064025P2;SUDESTE;SP;UNESP/BOT;BOTUCATU;BOTÂNICA
33004064026P9;SUDESTE;SP;UNESP/BOT;BOTUCATU;GENÉTICA
33004064034P1;SUDESTE;SP;UNESP/BOT;BOTUCATU;AGRONOMIA
33004064038P7;SUDESTE;SP;UNESP/BOT;BOTUCATU;ENGENHARIA AGRÍCOLA
33004064039P3;SUDESTE;SP;UNESP/BOT;BOTUCATU;AGRONOMIA
33004064048P2;SUDESTE;SP;UNESP/BOT;BOTUCATU;ZOOTECNIA
33004064052P0;SUDESTE;SP;UNESP/BOT;BOTUCATU;FARMACOLOGIA
33004064056P5;SUDESTE;SP;UNESP/BOT;BOTUCATU;MEDICINA
33004064065P4;SUDESTE;SP;UNESP/BOT;BOTUCATU;MEDICINA
33004064076P6;SUDESTE;SP;UNESP/BOT;BOTUCATU;MEDICINA
33004064077P2;SUDESTE;SP;UNESP/BOT;BOTUCATU;MEDICINA
33004064078P9;SUDESTE;SP;UNESP/BOT;BOTUCATU;SAÚDE COLETIVA
33004064079P5;SUDESTE;SP;UNESP/BOT;BOTUCATU;BIOTECNOLOGIA
33004064080P3;SUDESTE;SP;UNESP/BOT;BOTUCATU;BIOLOGIA GERAL
33004064081P0;SUDESTE;SP;UNESP/BOT;BOTUCATU;ENFERMAGEM
33004064082P6;SUDESTE;SP;UNESP/BOT;BOTUCATU;RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL
33004064083P2;SUDESTE;SP;UNESP/BOT;BOTUCATU;INTERDISCIPLINAR
33004064085P5;SUDESTE;SP;UNESP/BOT;BOTUCATU;ENFERMAGEM
33004064086P1;SUDESTE;SP;UNESP/BOT;BOTUCATU;MEDICINA VETERINÁRIA
33004064087P8;SUDESTE;SP;UNESP/BOT;BOTUCATU;BIOTECNOLOGIA
33004064088P4;SUDESTE;SP;UNESP/BOT;BOTUCATU;MEDICINA
33004064089P0;SUDESTE;SP;UNESP/BOT;BOTUCATU;MEDICINA
33004064090P9;SUDESTE;SP;UNESP/BOT;BOTUCATU;MEDICINA VETERINÁRIA
33004072013P0;SUDESTE;SP;UNESP/FR;FRANCA;HISTÓRIA
33004072067P2;SUDESTE;SP;UNESP/FR;FRANCA;SERVIÇO SOCIAL
33004072068P9;SUDESTE;SP;UNESP/FR;FRANCA;DIREITO
33004072069P5;SUDESTE;SP;UNESP/FR;FRANCA;INTERDISCIPLINAR
33004080027P6;SUDESTE;SP;UNESP/GUAR;GUARATINGUETÁ;ENGENHARIA MECÂNICA
33004080051P4;SUDESTE;SP;UNESP/GUAR;GUARATINGUETÁ;FÍSICA
33004080052P0;SUDESTE;SP;UNESP/GUAR;GUARATINGUETÁ;ENGENHARIA DE PRODUÇÃO
33004080053P7;SUDESTE;SP;UNESP/GUAR;GUARATINGUETÁ;ENGENHARIA DE PRODUÇÃO
33004099079P1;SUDESTE;SP;UNESP/IS;ILHA SOLTEIRA;AGRONOMIA
33004099080P0;SUDESTE;SP;UNESP/IS;ILHA SOLTEIRA;ENGENHARIA ELÉTRICA
33004099082P2;SUDESTE;SP;UNESP/IS;ILHA SOLTEIRA;ENGENHARIA MECÂNICA
33004099083P9;SUDESTE;SP;UNESP/IS;ILHA SOLTEIRA;MATERIAIS
33004099084P5;SUDESTE;SP;UNESP/IS;ILHA SOLTEIRA;ENGENHARIA CIVIL
33004099086P8;SUDESTE;SP;UNESP/IS;ILHA SOLTEIRA;ZOOTECNIA
33004102001P4;SUDESTE;SP;UNESP/JAB;JABOTICABAL;AGRONOMIA
33004102002P0;SUDESTE;SP;UNESP/JAB;JABOTICABAL;ZOOTECNIA
33004102029P6;SUDESTE;SP;UNESP/JAB;JABOTICABAL;AGRONOMIA
33004102030P4;SUDESTE;SP;UNESP/JAB;JABOTICABAL;ZOOTECNIA
33004102037P9;SUDESTE;SP;UNESP/JAB;JABOTICABAL;AGRONOMIA
33004102049P7;SUDESTE;SP;UNESP/JAB;JABOTICABAL;RECURSOS PESQUEIROS E ENGENHARIA DE PESCA
33004102069P8;SUDESTE;SP;UNESP/JAB;JABOTICABAL;MEDICINA VETERINÁRIA
33004102070P6;SUDESTE;SP;UNESP/JAB;JABOTICABAL;AGRONOMIA
33004102071P2;SUDESTE;SP;UNESP/JAB;JABOTICABAL;AGRONOMIA
33004102072P9;SUDESTE;SP;UNESP/JAB;JABOTICABAL;MEDICINA VETERINÁRIA
33004102073P5;SUDESTE;SP;UNESP/JAB;JABOTICABAL;ADMINISTRAÇÃO
33004110040P5;SUDESTE;SP;UNESP/MAR;MARÍLIA;EDUCAÇÃO
33004110041P1;SUDESTE;SP;UNESP/MAR;MARÍLIA;FILOSOFIA
33004110042P8;SUDESTE;SP;UNESP/MAR;MARÍLIA;SOCIOLOGIA
33004110043P4;SUDESTE;SP;UNESP/MAR;MARÍLIA;CIÊNCIA DA INFORMAÇÃO
33004110044P0;SUDESTE;SP;UNESP/MAR;MARÍLIA;CIÊNCIA POLÍTICA
33004110045P7;SUDESTE;SP;UNESP/MAR;MARÍLIA;EDUCAÇÃO FÍSICA
33004129042P3;SUDESTE;SP;UNESP/PP;PRESIDENTE PRUDENTE;GEOGRAFIA
33004129043P0;SUDESTE;SP;UNESP/PP;PRESIDENTE PRUDENTE;GEOCIÊNCIAS
33004129044P6;SUDESTE;SP;UNESP/PP;PRESIDENTE PRUDENTE;EDUCAÇÃO
33004129045P2;SUDESTE;SP;UNESP/PP;PRESIDENTE PRUDENTE;FISIOTERAPIA E TERAPIA OCUPACIONAL
33004129046P9;SUDESTE;SP;UNESP/PP;PRESIDENTE PRUDENTE;MATEMÁTICA
33004129047P5;SUDESTE;SP;UNESP/PP;PRESIDENTE PRUDENTE;GEOGRAFIA
33004137003P3;SUDESTE;SP;UNESP/RC;RIO CLARO;ZOOLOGIA
33004137004P0;SUDESTE;SP;UNESP/RC;RIO CLARO;GEOGRAFIA
33004137005P6;SUDESTE;SP;UNESP/RC;RIO CLARO;BOTÂNICA
33004137031P7;SUDESTE;SP;UNESP/RC;RIO CLARO;ENSINO
33004137036P9;SUDESTE;SP;UNESP/RC;RIO CLARO;GEOCIÊNCIAS
33004137041P2;SUDESTE;SP;UNESP/RC;RIO CLARO;AGRONOMIA
33004137046P4;SUDESTE;SP;UNESP/RC;RIO CLARO;BIOLOGIA GERAL
33004137062P0;SUDESTE;SP;UNESP/RC;RIO CLARO;EDUCAÇÃO FÍSICA
33004137063P6;SUDESTE;SP;UNESP/RC;RIO CLARO;FÍSICA
33004137064P2;SUDESTE;SP;UNESP/RC;RIO CLARO;EDUCAÇÃO
33004137065P9;SUDESTE;SP;UNESP/RC;RIO CLARO;MATEMÁTICA
33004137066P5;SUDESTE;SP;UNESP/RC;RIO CLARO;INTERDISCIPLINAR
33004137067P1;SUDESTE;SP;UNESP/RC;RIO CLARO;ECOLOGIA
33004145070P8;SUDESTE;SP;UNESP/SJC;SÃO JOSÉ DOS CAMPOS;ODONTOLOGIA
33004145081P0;SUDESTE;SP;UNESP/SJC;SÃO JOSÉ DOS CAMPOS;ODONTOLOGIA
33004145082P6;SUDESTE;SP;UNESP/SJC;SÃO JOSÉ DOS CAMPOS;ODONTOLOGIA
33004153015P2;SUDESTE;SP;UNESP/SJRP;SÃO JOSÉ DO RIO PRETO;LETRAS
33004153023P5;SUDESTE;SP;UNESP/SJRP;SÃO JOSÉ DO RIO PRETO;GENÉTICA
33004153068P9;SUDESTE;SP;UNESP/SJRP;SÃO JOSÉ DO RIO PRETO;INTERDISCIPLINAR
33004153069P5;SUDESTE;SP;UNESP/SJRP;SÃO JOSÉ DO RIO PRETO;LINGÜÍSTICA
33004153070P3;SUDESTE;SP;UNESP/SJRP;SÃO JOSÉ DO RIO PRETO;CIÊNCIA E TECNOLOGIA DE ALIMENTOS
33004153071P0;SUDESTE;SP;UNESP/SJRP;SÃO JOSÉ DO RIO PRETO;MATEMÁTICA
33004153072P6;SUDESTE;SP;UNESP/SJRP;SÃO JOSÉ DO RIO PRETO;ZOOLOGIA
33004153073P2;SUDESTE;SP;UNESP/SJRP;SÃO PAULO;CIÊNCIA DA COMPUTAÇÃO
33004153074P9;SUDESTE;SP;UNESP/SJRP;SÃO JOSÉ DO RIO PRETO;MICROBIOLOGIA
33004153077P8;SUDESTE;SP;UNESP/SJRP;SÃO JOSÉ DO RIO PRETO;QUÍMICA
33004153078P4;SUDESTE;SP;UNESP/SJRP;SÃO JOSÉ DO RIO PRETO;ENSINO
33004161001P7;SUDESTE;SP;UNESP/SV;SÃO VICENTE;ECOLOGIA
33004170001P6;SUDESTE;SP;UNESP/SOR;SOROCABA;CIÊNCIAS AMBIENTAIS
33004188001P8;SUDESTE;SP;UNESP/TUPÃ;TUPÃ;INTERDISCIPLINAR
33005010001P9;SUDESTE;SP;PUC/SP;SÃO PAULO;EDUCAÇÃO
33005010002P5;SUDESTE;SP;PUC/SP;SÃO PAULO;EDUCAÇÃO
33005010003P1;SUDESTE;SP;PUC/SP;SÃO PAULO;EDUCAÇÃO
33005010005P4;SUDESTE;SP;PUC/SP;SÃO PAULO;ENSINO
33005010006P0;SUDESTE;SP;PUC/SP;SÃO PAULO;SOCIOLOGIA
33005010008P3;SUDESTE;SP;PUC/SP;SÃO PAULO;FILOSOFIA
33005010009P0;SUDESTE;SP;PUC/SP;SÃO PAULO;TEOLOGIA
33005010010P8;SUDESTE;SP;PUC/SP;SÃO PAULO;HISTÓRIA
33005010011P4;SUDESTE;SP;PUC/SP;SÃO PAULO;ECONOMIA
33005010013P7;SUDESTE;SP;PUC/SP;SÃO PAULO;PSICOLOGIA
33005010014P3;SUDESTE;SP;PUC/SP;SÃO PAULO;PSICOLOGIA
33005010017P2;SUDESTE;SP;PUC/SP;SÃO PAULO;ADMINISTRAÇÃO
33005010018P9;SUDESTE;SP;PUC/SP;SÃO PAULO;ADMINISTRAÇÃO
33005010019P5;SUDESTE;SP;PUC/SP;SÃO PAULO;DIREITO
33005010020P3;SUDESTE;SP;PUC/SP;SÃO PAULO;SERVIÇO SOCIAL
33005010021P0;SUDESTE;SP;PUC/SP;SÃO PAULO;COMUNICAÇÃO
33005010022P6;SUDESTE;SP;PUC/SP;SÃO PAULO;LETRAS
33005010023P2;SUDESTE;SP;PUC/SP;SÃO PAULO;LINGÜÍSTICA
33005010024P9;SUDESTE;SP;PUC/SP;SÃO PAULO;FONOAUDIOLOGIA
33005010026P1;SUDESTE;SP;PUC/SP;SÃO PAULO;PSICOLOGIA
33005010027P8;SUDESTE;SP;PUC/SP;SÃO PAULO;INTERDISCIPLINAR
33005010028P4;SUDESTE;SP;PUC/SP;SÃO PAULO;INTERDISCIPLINAR
33005010029P0;SUDESTE;SP;PUC/SP;SÃO PAULO;LETRAS
33005010032P1;SUDESTE;SP;PUC/SP;SÃO PAULO;INTERDISCIPLINAR
33005010033P8;SUDESTE;SP;PUC/SP;SÃO PAULO;TEOLOGIA
33005010034P4;SUDESTE;SP;PUC/SP;SOROCABA;INTERDISCIPLINAR
33005010037P3;SUDESTE;SP;PUC/SP;SÃO PAULO;EDUCAÇÃO
33006016002P8;SUDESTE;SP;PUCCAMP;CAMPINAS;PSICOLOGIA
33006016005P7;SUDESTE;SP;PUCCAMP;CAMPINAS;EDUCAÇÃO
33006016010P0;SUDESTE;SP;PUCCAMP;CAMPINAS;ARQUITETURA E URBANISMO
33006016011P7;SUDESTE;SP;PUCCAMP;CAMPINAS;ENGENHARIA ELÉTRICA
33006016013P0;SUDESTE;SP;PUCCAMP;CAMPINAS;TEOLOGIA
33006016014P6;SUDESTE;SP;PUCCAMP;CAMPINAS;ENGENHARIA CIVIL
33006016015P2;SUDESTE;SP;PUCCAMP;CAMPINAS;MEDICINA
33006016016P9;SUDESTE;SP;PUCCAMP;CAMPINAS;INTERDISCIPLINAR
33006016017P5;SUDESTE;SP;PUCCAMP;CAMPINAS;INTERDISCIPLINAR
33007012001P8;SUDESTE;SP;UNIMEP;PIRACICABA;EDUCAÇÃO
33007012004P7;SUDESTE;SP;UNIMEP;SANTA BÁRBARA D'OESTE;ENGENHARIA DE PRODUÇÃO
33007012005P3;SUDESTE;SP;UNIMEP;PIRACICABA;DIREITO
33007012008P2;SUDESTE;SP;UNIMEP;PIRACICABA;ADMINISTRAÇÃO
33007012010P7;SUDESTE;SP;UNIMEP;PIRACICABA;ADMINISTRAÇÃO
33007012011P3;SUDESTE;SP;UNIMEP;PIRACICABA;EDUCAÇÃO FÍSICA
33008019005P0;SUDESTE;SP;UMC;MOGI DAS CRUZES;BIOTECNOLOGIA
33008019006P6;SUDESTE;SP;UMC;MOGI DAS CRUZES;ENGENHARIA BIOMÉDICA
33008019007P2;SUDESTE;SP;UMC;MOGI DAS CRUZES;INTERDISCIPLINAR
33008019008P9;SUDESTE;SP;UMC;MOGI DAS CRUZES;INTERDISCIPLINAR
33009015001P0;SUDESTE;SP;UNIFESP;SÃO PAULO;BIOQUÍMICA
33009015002P7;SUDESTE;SP;UNIFESP;SÃO PAULO;FARMACOLOGIA
33009015003P3;SUDESTE;SP;UNIFESP;SÃO PAULO;MICROBIOLOGIA
33009015006P2;SUDESTE;SP;UNIFESP;SÃO PAULO;MEDICINA
33009015007P9;SUDESTE;SP;UNIFESP;SÃO PAULO;MEDICINA
33009015009P1;SUDESTE;SP;UNIFESP;SÃO PAULO;MEDICINA
33009015011P6;SUDESTE;SP;UNIFESP;SÃO PAULO;MEDICINA
33009015012P2;SUDESTE;SP;UNIFESP;SÃO PAULO;MEDICINA
33009015013P9;SUDESTE;SP;UNIFESP;SÃO PAULO;MEDICINA
33009015014P5;SUDESTE;SP;UNIFESP;SÃO PAULO;MEDICINA
33009015015P1;SUDESTE;SP;UNIFESP;SÃO PAULO;MEDICINA
33009015016P8;SUDESTE;SP;UNIFESP;SÃO PAULO;MEDICINA
33009015017P4;SUDESTE;SP;UNIFESP;SÃO PAULO;MEDICINA
33009015018P0;SUDESTE;SP;UNIFESP;SÃO PAULO;MEDICINA
33009015019P7;SUDESTE;SP;UNIFESP;SÃO PAULO;MEDICINA
33009015020P5;SUDESTE;SP;UNIFESP;SÃO PAULO;MEDICINA
33009015021P1;SUDESTE;SP;UNIFESP;SÃO PAULO;MEDICINA
33009015024P0;SUDESTE;SP;UNIFESP;SÃO PAULO;MEDICINA
33009015026P3;SUDESTE;SP;UNIFESP;SÃO PAULO;FONOAUDIOLOGIA
33009015029P2;SUDESTE;SP;UNIFESP;SÃO PAULO;MEDICINA
33009015030P0;SUDESTE;SP;UNIFESP;SÃO PAULO;MEDICINA
33009015031P7;SUDESTE;SP;UNIFESP;SÃO PAULO;MEDICINA
33009015032P3;SUDESTE;SP;UNIFESP;SÃO PAULO;MEDICINA
33009015033P0;SUDESTE;SP;UNIFESP;SÃO PAULO;MEDICINA
33009015034P6;SUDESTE;SP;UNIFESP;SÃO PAULO;BIOLOGIA GERAL
33009015035P2;SUDESTE;SP;UNIFESP;SÃO PAULO;ENFERMAGEM
33009015038P1;SUDESTE;SP;UNIFESP;SÃO PAULO;MEDICINA
33009015041P2;SUDESTE;SP;UNIFESP;SÃO PAULO;NUTRIÇÃO
33009015045P8;SUDESTE;SP;UNIFESP;SÃO PAULO;MEDICINA
33009015066P5;SUDESTE;SP;UNIFESP;SÃO PAULO;ENSINO
33009015067P1;SUDESTE;SP;UNIFESP;SÃO PAULO;SAÚDE COLETIVA
33009015068P8;SUDESTE;SP;UNIFESP;SÃO PAULO;ENSINO
33009015069P4;SUDESTE;SP;UNIFESP;SÃO PAULO;MEDICINA
33009015070P2;SUDESTE;SP;UNIFESP;SANTOS;INTERDISCIPLINAR
33009015071P9;SUDESTE;SP;UNIFESP;DIADEMA;BIOLOGIA GERAL
33009015072P5;SUDESTE;SP;UNIFESP;GUARULHOS;FILOSOFIA
33009015073P1;SUDESTE;SP;UNIFESP;GUARULHOS;SOCIOLOGIA
33009015074P8;SUDESTE;SP;UNIFESP;SÃO PAULO;MEDICINA
33009015075P4;SUDESTE;SP;UNIFESP;DIADEMA;QUÍMICA
33009015076P0;SUDESTE;SP;UNIFESP;DIADEMA;ECOLOGIA
33009015077P7;SUDESTE;SP;UNIFESP;SÃO PAULO;INTERDISCIPLINAR
33009015078P3;SUDESTE;SP;UNIFESP;GUARULHOS;HISTÓRIA
33009015079P0;SUDESTE;SP;UNIFESP;SÃO JOSÉ DOS CAMPOS;CIÊNCIA DA COMPUTAÇÃO
33009015080P8;SUDESTE;SP;UNIFESP;SÃO PAULO;MATERIAIS
33009015081P4;SUDESTE;SP;UNIFESP;OSASCO;ADMINISTRAÇÃO
33009015082P0;SUDESTE;SP;UNIFESP;SÃO PAULO;MEDICINA
33009015083P7;SUDESTE;SP;UNIFESP;GUARULHOS;EDUCAÇÃO
33009015084P3;SUDESTE;SP;UNIFESP;SÃO PAULO;ENSINO
33009015085P0;SUDESTE;SP;UNIFESP;SÃO JOSÉ DOS CAMPOS;BIOTECNOLOGIA
33009015086P6;SUDESTE;SP;UNIFESP;SÃO PAULO;ARTES
33009015087P2;SUDESTE;SP;UNIFESP;DIADEMA;CIÊNCIAS AMBIENTAIS
33009015088P9;SUDESTE;SP;UNIFESP;SANTOS;NUTRIÇÃO
33009015089P5;SUDESTE;SP;UNIFESP;GUARULHOS;LETRAS
33009015090P3;SUDESTE;SP;UNIFESP;OSASCO;ECONOMIA
33009015091P0;SUDESTE;SP;UNIFESP;DIADEMA;FARMÁCIA
33009015092P6;SUDESTE;SP;UNIFESP;SÃO JOSÉ DOS CAMPOS;MATEMÁTICA
33009015093P2;SUDESTE;SP;UNIFESP;SÃO PAULO;MEDICINA
33009015094P9;SUDESTE;SP;UNIFESP;SÃO PAULO;ENGENHARIA DE PRODUÇÃO
33009015170P7;SUDESTE;SP;UNIFESP;SANTOS;BIOTECNOLOGIA
33009015171P3;SUDESTE;SP;UNIFESP;SÃO PAULO;SERVIÇO SOCIAL
33009015174P2;SUDESTE;SP;UNIFESP;SÃO PAULO;ENSINO
33010013002P1;SUDESTE;SP;INPE;SÃO JOSÉ DOS CAMPOS;INTERDISCIPLINAR
33010013003P8;SUDESTE;SP;INPE;SÃO JOSÉ DOS CAMPOS;GEOCIÊNCIAS
33010013005P0;SUDESTE;SP;INPE;SÃO JOSÉ DOS CAMPOS;GEOCIÊNCIAS
33010013008P0;SUDESTE;SP;INPE;SÃO JOSÉ DOS CAMPOS;GEOCIÊNCIAS
33010013009P6;SUDESTE;SP;INPE;SÃO JOSÉ DOS CAMPOS;ENGENHARIA AEROESPACIAL
33010013010P4;SUDESTE;SP;INPE;SÃO JOSÉ DOS CAMPOS;ASTRONOMIA
33010013011P0;SUDESTE;SP;INPE;SÃO JOSÉ DOS CAMPOS;CIÊNCIAS AMBIENTAIS
33011010001P5;SUDESTE;SP;ITA;SÃO JOSÉ DOS CAMPOS;FÍSICA
33011010005P0;SUDESTE;SP;ITA;SÃO JOSÉ DOS CAMPOS;ENGENHARIA ELÉTRICA
33011010008P0;SUDESTE;SP;ITA;SÃO JOSÉ DOS CAMPOS;ENGENHARIA AEROESPACIAL
33011010009P6;SUDESTE;SP;ITA;SÃO JOSÉ DOS CAMPOS;ENGENHARIA DE TRANSPORTES
33011010012P7;SUDESTE;SP;ITA;SÃO JOSÉ DOS CAMPOS;ENGENHARIA AEROESPACIAL
33011010013P3;SUDESTE;SP;ITA;SÃO JOSÉ DOS CAMPOS;ENGENHARIA AEROESPACIAL
33014019001P0;SUDESTE;SP;FGV/SP;SÃO PAULO;ADMINISTRAÇÃO
33014019002P7;SUDESTE;SP;FGV/SP;SÃO PAULO;ECONOMIA
33014019003P3;SUDESTE;SP;FGV/SP;SÃO PAULO;ADMINISTRAÇÃO
33014019004P0;SUDESTE;SP;FGV/SP;SÃO PAULO;ADMINISTRAÇÃO
33014019005P6;SUDESTE;SP;FGV/SP;SÃO PAULO;ECONOMIA
