CD_PROGRAMA_IES;NM_REGIAO;SG_UF_PROGRAMA;SG_ENTIDADE_ENSINO;NM_MUNICIPIO_PROGRAMA_IES;NM_AREA_CONHECIMENTO
33001014025P6;SUDESTE;SP;UFSCAR;SÃO CARLOS;SOCIOLOGIA
33001014026P2;SUDESTE;SP;UFSCAR;SÃO CARLOS;CIÊNCIA POLÍTICA
33001014027P9;SUDESTE;SP;UFSCAR;SÃO CARLOS;INTERDISCIPLINAR
33001014028P5;SUDESTE;SP;UFSCAR;SÃO CARLOS;ENFERMAGEM
33001014029P1;SUDESTE;SP;UFSCAR;SÃO CARLOS;ENSINO
33001014030P0;SUDESTE;SP;UFSCAR;SÃO CARLOS;COMUNICAÇÃO
33001014031P6;SUDESTE;SP;UFSCAR;SÃO CARLOS;PSICOLOGIA
33001014032P2;SUDESTE;SP;UFSCAR;SOROCABA;MATERIAIS
33001014033P9;SUDESTE;SP;UFSCAR;SOROCABA;ECOLOGIA
33001014034P5;SUDESTE;SP;UFSCAR;ARARAS;AGRONOMIA
33001014035P1;SUDESTE;SP;UFSCAR;SOROCABA;ECONOMIA
33001014036P8;SUDESTE;SP;UFSCAR;SÃO CARLOS;EDUCAÇÃO FÍSICA
33001014037P4;SUDESTE;SP;UFSCAR;SÃO CARLOS;FISIOLOGIA
33001014038P0;SUDESTE;SP;UFSCAR;SÃO CARLOS;SAÚDE COLETIVA
33001014039P7;SUDESTE;SP;UFSCAR;SOROCABA;ENGENHARIA DE PRODUÇÃO
33001014040P5;SUDESTE;SP;UFSCAR;SOROCABA;CIÊNCIAS AMBIENTAIS
33001014041P1;SUDESTE;SP;UFSCAR;SÃO CARLOS;LETRAS
33001014042P8;SUDESTE;SP;UFSCAR;SOROCABA;BIOTECNOLOGIA
33001014043P4;SUDESTE;SP;UFSCAR;SOROCABA;EDUCAÇÃO
33001014044P0;SUDESTE;SP;UFSCAR;SOROCABA;CIÊNCIA DA COMPUTAÇÃO
33001014045P7;SUDESTE;SP;UFSCAR;SÃO CARLOS;PROBABILIDADE E ESTATÍSTICA
33001014046P3;SUDESTE;SP;UFSCAR;SÃO CARLOS;ADMINISTRAÇÃO
33001014047P0;SUDESTE;SP;UFSCAR;SÃO CARLOS;CIÊNCIAS AMBIENTAIS
33001014048P6;SUDESTE;SP;UFSCAR;SÃO CARLOS;ZOOLOGIA
33001014049P2;SUDESTE;SP;UFSCAR;SÃO CARLOS;EDUCAÇÃO
33001014050P0;SUDESTE;SP;UFSCAR;SOROCABA;CIÊNCIAS AMBIENTAIS
33001014051P7;SUDESTE;SP;UFSCAR;SÃO CARLOS;AGRONOMIA
33001014052P3;SUDESTE;SP;UFSCAR;SÃO CARLOS;CIÊNCIA DA INFORMAÇÃO
33002010001P6;SUDESTE;SP;USP;SÃO PAULO;EDUCAÇÃO
33002010002P2;SUDESTE;SP;USP;SÃO PAULO;FÍSICA
33002010003P9;SUDESTE;SP;USP;SÃO PAULO;ENSINO
33002010004P5;SUDESTE;SP;USP;SÃO PAULO;ASTRONOMIA
33002010005P1;SUDESTE;SP;USP;SÃO PAULO;MATEMÁTICA
33002010006P8;SUDESTE;SP;USP;SÃO PAULO;MATEMÁTICA
33002010007P4;SUDESTE;SP;USP;SÃO PAULO;PROBABILIDADE E ESTATÍSTICA
33002010013P4;SUDESTE;SP;USP;SÃO PAULO;GEOCIÊNCIAS
33002010016P3;SUDESTE;SP;USP;SÃO PAULO;GEOCIÊNCIAS
33002010017P0;SUDESTE;SP;USP;SÃO PAULO;BIOQUÍMICA
33002010018P6;SUDESTE;SP;USP;SÃO PAULO;BOTÂNICA
33002010019P2;SUDESTE;SP;USP;SÃO PAULO;FARMACOLOGIA
33002010021P7;SUDESTE;SP;USP;SÃO PAULO;GENÉTICA
33002010022P3;SUDESTE;SP;USP;SÃO PAULO;MICROBIOLOGIA
33002010023P0;SUDESTE;SP;USP;SÃO PAULO;BIOLOGIA GERAL
33002010024P6;SUDESTE;SP;USP;SÃO PAULO;BIOLOGIA GERAL
33002010026P9;SUDESTE;SP;USP;SÃO PAULO;PARASITOLOGIA
33002010027P5;SUDESTE;SP;USP;SÃO PAULO;ZOOLOGIA
33002010028P1;SUDESTE;SP;USP;SÃO PAULO;SOCIOLOGIA
33002010029P8;SUDESTE;SP;USP;SÃO PAULO;ANTROPOLOGIA
33002010030P6;SUDESTE;SP;USP;SÃO PAULO;CIÊNCIA POLÍTICA
33002010031P2;SUDESTE;SP;USP;SÃO PAULO;FILOSOFIA
33002010032P9;SUDESTE;SP;USP;SÃO PAULO;HISTÓRIA
33002010033P5;SUDESTE;SP;USP;SÃO PAULO;HISTÓRIA
33002010034P1;SUDESTE;SP;USP;SÃO PAULO;GEOGRAFIA
33002010035P8;SUDESTE;SP;USP;SÃO PAULO;GEOGRAFIA
33002010036P4;SUDESTE;SP;USP;SÃO PAULO;ECONOMIA
33002010037P0;SUDESTE;SP;USP;SÃO PAULO;PSICOLOGIA
33002010038P7;SUDESTE;SP;USP;SÃO PAULO;PSICOLOGIA
33002010039P3;SUDESTE;SP;USP;SÃO PAULO;PSICOLOGIA
33002010040P1;SUDESTE;SP;USP;SÃO PAULO;PSICOLOGIA
33002010045P3;SUDESTE;SP;USP;SÃO PAULO;ENGENHARIA ELÉTRICA
33002010046P0;SUDESTE;SP;USP;SÃO PAULO;ENGENHARIA MECÂNICA
33002010047P6;SUDESTE;SP;USP;SÃO PAULO;MEDICINA VETERINÁRIA
33002010048P2;SUDESTE;SP;USP;SÃO PAULO;ENGENHARIA DE MATERIAIS E METALÚRGICA
33002010049P9;SUDESTE;SP;USP;SÃO PAULO;ENGENHARIA NAVAL E OCEÂNICA
33002010050P7;SUDESTE;SP;USP;SÃO PAULO;ENGENHARIA NUCLEAR
33002010052P0;SUDESTE;SP;USP;SÃO PAULO;ENGENHARIA DE PRODUÇÃO
33002010053P6;SUDESTE;SP;USP;SÃO PAULO;ENGENHARIA QUÍMICA
33002010055P9;SUDESTE;SP;USP;SÃO PAULO;ENGENHARIA DE TRANSPORTES
33002010056P5;SUDESTE;SP;USP;SÃO PAULO;MEDICINA
33002010057P1;SUDESTE;SP;USP;SÃO PAULO;MEDICINA VETERINÁRIA
33002010059P4;SUDESTE;SP;USP;SÃO PAULO;MEDICINA
33002010060P2;SUDESTE;SP;USP;SÃO PAULO;MEDICINA
33002010061P9;SUDESTE;SP;USP;SÃO PAULO;MEDICINA
33002010062P5;SUDESTE;SP;USP;SÃO PAULO;MEDICINA
33002010064P8;SUDESTE;SP;USP;SÃO PAULO;MEDICINA
33002010066P0;SUDESTE;SP;USP;SÃO PAULO;SAÚDE COLETIVA
33002010067P7;SUDESTE;SP;USP;SÃO PAULO;SAÚDE COLETIVA
33002010068P3;SUDESTE;SP;USP;SÃO PAULO;MEDICINA
33002010069P0;SUDESTE;SP;USP;SÃO PAULO;MEDICINA
33002010070P8;SUDESTE;SP;USP;SÃO PAULO;MEDICINA
33002010072P0;SUDESTE;SP;USP;SÃO PAULO;MEDICINA
33002010073P7;SUDESTE;SP;USP;SÃO PAULO;MEDICINA
33002010077P2;SUDESTE;SP;USP;SÃO PAULO;ODONTOLOGIA
33002010078P9;SUDESTE;SP;USP;SÃO PAULO;FARMÁCIA
33002010079P5;SUDESTE;SP;USP;SÃO PAULO;FARMÁCIA
33002010080P3;SUDESTE;SP;USP;SÃO PAULO;FARMÁCIA
33002010081P0;SUDESTE;SP;USP;SÃO PAULO;FARMÁCIA
33002010083P2;SUDESTE;SP;USP;SÃO PAULO;ENFERMAGEM
33002010084P9;SUDESTE;SP;USP;SÃO PAULO;EDUCAÇÃO FÍSICA
33002010085P5;SUDESTE;SP;USP;SÃO PAULO;ADMINISTRAÇÃO
33002010086P1;SUDESTE;SP;USP;SÃO PAULO;ADMINISTRAÇÃO
33002010096P7;SUDESTE;SP;USP;SÃO PAULO;COMUNICAÇÃO
33002010097P3;SUDESTE;SP;USP;SÃO PAULO;ARQUITETURA E URBANISMO
33002010098P0;SUDESTE;SP;USP;PIRASSUNUNGA;ZOOTECNIA
33002010099P6;SUDESTE;SP;USP;SÃO PAULO;MEDICINA VETERINÁRIA
33002010101P0;SUDESTE;SP;USP;SÃO PAULO;CIÊNCIA E TECNOLOGIA DE ALIMENTOS
33002010103P3;SUDESTE;SP;USP;SÃO PAULO;LINGÜÍSTICA
33002010104P0;SUDESTE;SP;USP;SÃO PAULO;LETRAS
33002010105P6;SUDESTE;SP;USP;SÃO PAULO;LETRAS
33002010106P2;SUDESTE;SP;USP;SÃO PAULO;LETRAS
33002010107P9;SUDESTE;SP;USP;SÃO PAULO;LETRAS
33002010108P5;SUDESTE;SP;USP;SÃO PAULO;LETRAS
33002010109P1;SUDESTE;SP;USP;SÃO PAULO;LETRAS
33002010110P0;SUDESTE;SP;USP;SÃO PAULO;LETRAS
33002010111P6;SUDESTE;SP;USP;SÃO PAULO;LETRAS
33002010112P2;SUDESTE;SP;USP;SÃO PAULO;LETRAS
33002010113P9;SUDESTE;SP;USP;SÃO PAULO;LETRAS
33002010115P1;SUDESTE;SP;USP;SÃO PAULO;MEDICINA
33002010116P8;SUDESTE;SP;USP;SÃO PAULO;ECOLOGIA
33002010117P4;SUDESTE;SP;USP;SÃO PAULO;MEDICINA
33002010118P0;SUDESTE;SP;USP;SÃO PAULO;MEDICINA
33002010119P7;SUDESTE;SP;USP;SÃO PAULO;DIREITO
33002010120P5;SUDESTE;SP;USP;SÃO PAULO;ENFERMAGEM
33002010121P1;SUDESTE;SP;USP;SÃO PAULO;IMUNOLOGIA
33002010122P8;SUDESTE;SP;USP;SÃO PAULO;MEDICINA
33002010123P4;SUDESTE;SP;USP;SÃO PAULO;MEDICINA VETERINÁRIA
33002010124P0;SUDESTE;SP;USP;SÃO PAULO;GEOCIÊNCIAS
33002010125P7;SUDESTE;SP;USP;SÃO PAULO;MEDICINA
33002010126P3;SUDESTE;SP;USP;SÃO PAULO;GEOCIÊNCIAS
33002010127P0;SUDESTE;SP;USP;SÃO PAULO;GEOCIÊNCIAS
33002010129P2;SUDESTE;SP;USP;SÃO PAULO;MEDICINA
33002010130P0;SUDESTE;SP;USP;SÃO PAULO;ENGENHARIA CIVIL
33002010131P7;SUDESTE;SP;USP;SÃO PAULO;ENGENHARIA DE MINAS
33002010132P3;SUDESTE;SP;USP;SÃO PAULO;MEDICINA
33002010133P0;SUDESTE;SP;USP;SÃO PAULO;MEDICINA
33002010134P6;SUDESTE;SP;USP;SÃO PAULO;INTERDISCIPLINAR
33002010138P1;SUDESTE;SP;USP;SÃO PAULO;ODONTOLOGIA
33002010139P8;SUDESTE;SP;USP;SÃO PAULO;ODONTOLOGIA
33002010141P2;SUDESTE;SP;USP;SÃO PAULO;ODONTOLOGIA
33002010145P8;SUDESTE;SP;USP;SÃO PAULO;CIÊNCIAS AMBIENTAIS
33002010146P4;SUDESTE;SP;USP;SÃO PAULO;ODONTOLOGIA
33002010149P3;SUDESTE;SP;USP;SÃO PAULO;INTERDISCIPLINAR
33002010150P1;SUDESTE;SP;USP;SÃO PAULO;MEDICINA VETERINÁRIA
33002010151P8;SUDESTE;SP;USP;SÃO PAULO;ANTROPOLOGIA
33002010154P7;SUDESTE;SP;USP;SÃO PAULO;MEDICINA
33002010155P3;SUDESTE;SP;USP;SÃO PAULO;MEDICINA VETERINÁRIA
33002010156P0;SUDESTE;SP;USP;SÃO PAULO;BIOTECNOLOGIA
33002010161P3;SUDESTE;SP;USP;SÃO PAULO;MEDICINA
33002010162P0;SUDESTE;SP;USP;SÃO PAULO;PSICOLOGIA
33002010163P6;SUDESTE;SP;USP;SÃO PAULO;NUTRIÇÃO
33002010165P9;SUDESTE;SP;USP;PIRASSUNUNGA;ZOOTECNIA
33002010168P8;SUDESTE;SP;USP;SÃO PAULO;LETRAS
33002010171P9;SUDESTE;SP;USP;SÃO PAULO;MEDICINA
33002010172P5;SUDESTE;SP;USP;SÃO PAULO;FISIOLOGIA
33002010174P8;SUDESTE;SP;USP;SÃO PAULO;FISIOLOGIA
33002010175P4;SUDESTE;SP;USP;SÃO PAULO;LETRAS
33002010176P0;SUDESTE;SP;USP;SÃO PAULO;CIÊNCIA DA COMPUTAÇÃO
33002010177P7;SUDESTE;SP;USP;SÃO PAULO;MEDICINA
33002010182P0;SUDESTE;SP;USP;BAURU;INTERDISCIPLINAR
33002010184P3;SUDESTE;SP;USP;SÃO PAULO;LETRAS
33002010185P0;SUDESTE;SP;USP;SÃO PAULO;INTERDISCIPLINAR
33002010186P6;SUDESTE;SP;USP;SÃO PAULO;ENFERMAGEM
33002010188P9;SUDESTE;SP;USP;SÃO PAULO;GENÉTICA
33002010190P3;SUDESTE;SP;USP;SÃO PAULO;ENGENHARIA DE TRANSPORTES
33002010191P0;SUDESTE;SP;USP;SÃO PAULO;QUÍMICA
33002010192P6;SUDESTE;SP;USP;SÃO PAULO;ENGENHARIA MECÂNICA
33002010194P9;SUDESTE;SP;USP;SÃO PAULO;FONOAUDIOLOGIA
33002010195P5;SUDESTE;SP;USP;SÃO PAULO;CIÊNCIA DA INFORMAÇÃO
33002010198P4;SUDESTE;SP;USP;SÃO PAULO;ARTES
33002010199P0;SUDESTE;SP;USP;SÃO PAULO;SAÚDE COLETIVA
33002010200P9;SUDESTE;SP;USP;SÃO PAULO;ARTES
33002010202P1;SUDESTE;SP;USP;SÃO PAULO;MEDICINA
33002010203P8;SUDESTE;SP;USP;SÃO PAULO;ARTES
33002010204P4;SUDESTE;SP;USP;SÃO PAULO;MEDICINA
33002010208P0;SUDESTE;SP;USP;SÃO PAULO;CIÊNCIA POLÍTICA
33002010209P6;SUDESTE;SP;USP;PIRASSUNUNGA;CIÊNCIA E TECNOLOGIA DE ALIMENTOS
33002010210P4;SUDESTE;SP;USP;SÃO PAULO;INTERDISCIPLINAR
33002010211P0;SUDESTE;SP;USP;SÃO PAULO;INTERDISCIPLINAR
33002010212P7;SUDESTE;SP;USP;SÃO PAULO;COMUNICAÇÃO
33002010213P3;SUDESTE;SP;USP;SÃO PAULO;ENFERMAGEM
33002010214P0;SUDESTE;SP;USP;SÃO PAULO;CIÊNCIA DA COMPUTAÇÃO
33002010216P2;SUDESTE;SP;USP;SÃO PAULO;LETRAS
33002010217P9;SUDESTE;SP;USP;SÃO PAULO;INTERDISCIPLINAR
33002010218P5;SUDESTE;SP;USP;SÃO PAULO;INTERDISCIPLINAR
33002010219P1;SUDESTE;SP;USP;SÃO PAULO;GEOCIÊNCIAS
33002010220P0;SUDESTE;SP;USP;SÃO PAULO;INTERDISCIPLINAR
33002010221P6;SUDESTE;SP;USP;SÃO PAULO;ZOOLOGIA
33002010222P2;SUDESTE;SP;USP;SÃO PAULO;MEDICINA
33002010223P9;SUDESTE;SP;USP;SÃO PAULO;MATEMÁTICA
33002010224P5;SUDESTE;SP;USP;SÃO PAULO;LETRAS
33002010225P1;SUDESTE;SP;USP;SÃO PAULO;QUÍMICA
33002010226P8;SUDESTE;SP;USP;SÃO PAULO;MUSEOLOGIA
33002010227P4;SUDESTE;SP;USP;SÃO PAULO;INTERDISCIPLINAR
33002010228P0;SUDESTE;SP;USP;SÃO PAULO;CIÊNCIAS AMBIENTAIS
33002010229P7;SUDESTE;SP;USP;SÃO PAULO;CIÊNCIAS AMBIENTAIS
33002010231P1;SUDESTE;SP;USP;SÃO PAULO;ENFERMAGEM
33002010232P8;SUDESTE;SP;USP;SÃO PAULO;ADMINISTRAÇÃO
33002010233P4;SUDESTE;SP;USP;SÃO PAULO;ENGENHARIA CIVIL
33002010234P0;SUDESTE;SP;USP;SÃO PAULO;EDUCAÇÃO
33002010235P7;SUDESTE;SP;USP;PIRASSUNUNGA;ADMINISTRAÇÃO
33002010236P3;SUDESTE;SP;USP;SÃO PAULO;SAÚDE COLETIVA
33002010237P0;SUDESTE;SP;USP;SÃO PAULO;ENSINO
33002010238P6;SUDESTE;SP;USP;PIRASSUNUNGA;MEDICINA VETERINÁRIA
33002010239P2;SUDESTE;SP;USP;PIRASSUNUNGA;MATERIAIS
33002010240P0;SUDESTE;SP;USP;SÃO PAULO;ADMINISTRAÇÃO
33002010241P7;SUDESTE;SP;USP;SÃO PAULO;EDUCAÇÃO FÍSICA
33002010242P3;SUDESTE;SP;USP;SÃO PAULO;SAÚDE COLETIVA
33002010243P0;SUDESTE;SP;USP;SÃO PAULO;TURISMO
33002010244P6;SUDESTE;SP;USP;SÃO PAULO;INTERDISCIPLINAR
33002010245P2;SUDESTE;SP;USP;SÃO PAULO;GENÉTICA
33002010246P9;SUDESTE;SP;USP;SÃO PAULO;SAÚDE COLETIVA
33002010248P1;SUDESTE;SP;USP;SÃO PAULO;CIÊNCIA DA INFORMAÇÃO
33002029002P8;SUDESTE;SP;USP/RP;RIBEIRÃO PRETO;BIOQUÍMICA
33002029003P4;SUDESTE;SP;USP/RP;RIBEIRÃO PRETO;FARMACOLOGIA
33002029004P0;SUDESTE;SP;USP/RP;RIBEIRÃO PRETO;FISIOLOGIA
33002029005P7;SUDESTE;SP;USP/RP;RIBEIRÃO PRETO;GENÉTICA
33002029006P3;SUDESTE;SP;USP/RP;RIBEIRÃO PRETO;BIOLOGIA GERAL
33002029007P0;SUDESTE;SP;USP/RP;RIBEIRÃO PRETO;MEDICINA
33002029008P6;SUDESTE;SP;USP/RP;SÃO PAULO;MEDICINA
33002029009P2;SUDESTE;SP;USP/RP;RIBEIRÃO PRETO;MEDICINA
33002029010P0;SUDESTE;SP;USP/RP;RIBEIRÃO PRETO;MEDICINA
33002029011P7;SUDESTE;SP;USP/RP;SÃO PAULO;SAÚDE COLETIVA
33002029012P3;SUDESTE;SP;USP/RP;RIBEIRÃO PRETO;MEDICINA
33002029014P6;SUDESTE;SP;USP/RP;RIBEIRÃO PRETO;MEDICINA
33002029015P2;SUDESTE;SP;USP/RP;RIBEIRÃO PRETO;MEDICINA
33002029016P9;SUDESTE;SP;USP/RP;RIBEIRÃO PRETO;ENFERMAGEM
33002029017P5;SUDESTE;SP;USP/RP;SÃO PAULO;ENFERMAGEM
33002029018P1;SUDESTE;SP;USP/RP;RIBEIRÃO PRETO;ZOOLOGIA
33002029019P8;SUDESTE;SP;USP/RP;RIBEIRÃO PRETO;ODONTOLOGIA
33002029020P6;SUDESTE;SP;USP/RP;RIBEIRÃO PRETO;PSICOLOGIA
33002029022P9;SUDESTE;SP;USP/RP;SÃO PAULO;MEDICINA
33002029023P5;SUDESTE;SP;USP/RP;RIBEIRÃO PRETO;FARMÁCIA
33002029026P4;SUDESTE;SP;USP/RP;RIBEIRÃO PRETO;IMUNOLOGIA
33002029027P0;SUDESTE;SP;USP/RP;SÃO PAULO;ENFERMAGEM
33002029029P3;SUDESTE;SP;USP/RP;RIBEIRÃO PRETO;MEDICINA
33002029030P1;SUDESTE;SP;USP/RP;RIBEIRÃO PRETO;PSICOLOGIA
33002029031P8;SUDESTE;SP;USP/RP;RIBEIRÃO PRETO;QUÍMICA
33002029032P4;SUDESTE;SP;USP/RP;SÃO PAULO;ODONTOLOGIA
33002029033P0;SUDESTE;SP;USP/RP;SÃO PAULO;ZOOLOGIA
33002029034P7;SUDESTE;SP;USP/RP;RIBEIRÃO PRETO;ODONTOLOGIA
33002029035P3;SUDESTE;SP;USP/RP;RIBEIRÃO PRETO;ODONTOLOGIA
33002029036P0;SUDESTE;SP;USP/RP;RIBEIRÃO PRETO;ADMINISTRAÇÃO
33002029037P6;SUDESTE;SP;USP/RP;RIBEIRÃO PRETO;ECONOMIA
33002029038P2;SUDESTE;SP;USP/RP;RIBEIRÃO PRETO;MEDICINA
33002029039P9;SUDESTE;SP;USP/RP;RIBEIRÃO PRETO;FARMÁCIA
33002029040P7;SUDESTE;SP;USP/RP;RIBEIRÃO PRETO;ADMINISTRAÇÃO
33002029041P3;SUDESTE;SP;USP/RP;RIBEIRÃO PRETO;FARMÁCIA
33002029042P0;SUDESTE;SP;USP/RP;RIBEIRÃO PRETO;EDUCAÇÃO
33002029043P6;SUDESTE;SP;USP/RP;SÃO PAULO;MEDICINA
33002029044P2;SUDESTE;SP;USP/RP;RIBEIRÃO PRETO;MEDICINA
33002029045P9;SUDESTE;SP;USP/RP;RIBEIRÃO PRETO;EDUCAÇÃO FÍSICA
33002029046P5;SUDESTE;SP;USP/RP;RIBEIRÃO PRETO;SAÚDE COLETIVA
33002029047P1;SUDESTE;SP;USP/RP;RIBEIRÃO PRETO;ENFERMAGEM
33002029048P8;SUDESTE;SP;USP/RP;RIBEIRÃO PRETO;ODONTOLOGIA
33002029049P4;SUDESTE;SP;USP/RP;RIBEIRÃO PRETO;MEDICINA
33002029050P2;SUDESTE;SP;USP/RP;RIBEIRÃO PRETO;MEDICINA
33002029051P9;SUDESTE;SP;USP/RP;RIBEIRÃO PRETO;DIREITO
33002029052P5;SUDESTE;SP;USP/RP;RIBEIRÃO PRETO;CIÊNCIA DA COMPUTAÇÃO
33002029053P1;SUDESTE;SP;USP/RP;RIBEIRÃO PRETO;EDUCAÇÃO FÍSICA
33002037001P7;SUDESTE;SP;USP/ESALQ;PIRACICABA;AGRONOMIA
33002037002P3;SUDESTE;SP;USP/ESALQ;PIRACICABA;AGRONOMIA
33002037003P0;SUDESTE;SP;USP/ESALQ;PIRACICABA;AGRONOMIA
33002037004P6;SUDESTE;SP;USP/ESALQ;PIRACICABA;AGRONOMIA
33002037005P2;SUDESTE;SP;USP/ESALQ;PIRACICABA;AGRONOMIA
33002037006P9;SUDESTE;SP;USP/ESALQ;PIRACICABA;AGRONOMIA
33002037008P1;SUDESTE;SP;USP/ESALQ;PIRACICABA;AGRONOMIA
33002037011P2;SUDESTE;SP;USP/ESALQ;PIRACICABA;ECONOMIA
33002037013P5;SUDESTE;SP;USP/ESALQ;PIRACICABA;ZOOTECNIA
33002037015P8;SUDESTE;SP;USP/ESALQ;PIRACICABA;CIÊNCIA E TECNOLOGIA DE ALIMENTOS
33002037016P4;SUDESTE;SP;USP/ESALQ;PIRACICABA;AGRONOMIA
33002037020P1;SUDESTE;SP;USP/ESALQ;PIRACICABA;CIÊNCIAS AMBIENTAIS
33002037021P8;SUDESTE;SP;USP/ESALQ;PIRACICABA;RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL
33002037022P4;SUDESTE;SP;USP/ESALQ;PIRACICABA;GENÉTICA
33002037023P0;SUDESTE;SP;USP/ESALQ;PIRACICABA;ENGENHARIA AGRÍCOLA
33002037024P7;SUDESTE;SP;USP/ESALQ;PIRACICABA;INTERDISCIPLINAR
33002037025P3;SUDESTE;SP;USP/ESALQ;PIRACICABA;ADMINISTRAÇÃO
33002045002P9;SUDESTE;SP;USP/SC;SÃO CARLOS;FÍSICA
33002045003P5;SUDESTE;SP;USP/SC;SÃO CARLOS;MATEMÁTICA
33002045004P1;SUDESTE;SP;USP/SC;SÃO CARLOS;CIÊNCIA DA COMPUTAÇÃO
33002045006P4;SUDESTE;SP;USP/SC;SÃO CARLOS;ENGENHARIA BIOMÉDICA
33002045007P0;SUDESTE;SP;USP/SC;SÃO CARLOS;ENGENHARIA CIVIL
33002045008P7;SUDESTE;SP;USP/SC;SÃO CARLOS;ENGENHARIA SANITÁRIA
33002045009P3;SUDESTE;SP;USP/SC;SÃO CARLOS;ENGENHARIA CIVIL
33002045010P1;SUDESTE;SP;USP/SC;SÃO CARLOS;ENGENHARIA ELÉTRICA
33002045011P8;SUDESTE;SP;USP/SC;SÃO CARLOS;ENGENHARIA MECÂNICA
33002045013P0;SUDESTE;SP;USP/SC;SÃO CARLOS;ENGENHARIA DE TRANSPORTES
33002045014P7;SUDESTE;SP;USP/SC;SÃO CARLOS;ARQUITETURA E URBANISMO
33002045016P0;SUDESTE;SP;USP/SC;SÃO CARLOS;ENGENHARIA SANITÁRIA
33002045017P6;SUDESTE;SP;USP/SC;SÃO CARLOS;MATERIAIS
33002045018P2;SUDESTE;SP;USP/SC;SÃO CARLOS;ENGENHARIA DE PRODUÇÃO
33002045020P7;SUDESTE;SP;USP/SC;SÃO CARLOS;QUÍMICA
33002045021P3;SUDESTE;SP;USP/SC;SÃO CARLOS;MATEMÁTICA
33002045070P4;SUDESTE;SP;USP/SC;SÃO CARLOS;CIÊNCIAS AMBIENTAIS
33002053009P9;SUDESTE;SP;USP/FOB;BAURU;FONOAUDIOLOGIA
33002053010P7;SUDESTE;SP;USP/FOB;BAURU;ODONTOLOGIA
33002061001P3;SUDESTE;SP;USP/CENA;PIRACICABA;AGRONOMIA
33002088001P4;SUDESTE;SP;USP/EEL;LORENA;ENGENHARIA DE MATERIAIS E METALÚRGICA
33002088002P0;SUDESTE;SP;USP/EEL;LORENA;ENGENHARIA QUÍMICA
33002088003P7;SUDESTE;SP;USP/EEL;LORENA;BIOTECNOLOGIA
33002088004P3;SUDESTE;SP;USP/EEL;LORENA;ENSINO
33003017001P2;SUDESTE;SP;UNICAMP;CAMPINAS;EDUCAÇÃO
33003017002P9;SUDESTE;SP;UNICAMP;CAMPINAS;FÍSICA
33003017003P5;SUDESTE;SP;UNICAMP;CAMPINAS;MATEMÁTICA
33003017004P1;SUDESTE;SP;UNICAMP;CAMPINAS;MATEMÁTICA
33003017005P8;SUDESTE;SP;UNICAMP;CAMPINAS;CIÊNCIA DA COMPUTAÇÃO
33003017006P4;SUDESTE;SP;UNICAMP;CAMPINAS;PROBABILIDADE E ESTATÍSTICA
33003017007P0;SUDESTE;SP;UNICAMP;CAMPINAS;QUÍMICA
33003017009P3;SUDESTE;SP;UNICAMP;CAMPINAS;BOTÂNICA
33003017010P1;SUDESTE;SP;UNICAMP;CAMPINAS;ECOLOGIA
33003017015P3;SUDESTE;SP;UNICAMP;CAMPINAS;SOCIOLOGIA
33003017016P0;SUDESTE;SP;UNICAMP;CAMPINAS;ANTROPOLOGIA
33003017017P6;SUDESTE;SP;UNICAMP;CAMPINAS;CIÊNCIA POLÍTICA
33003017019P9;SUDESTE;SP;UNICAMP;CAMPINAS;HISTÓRIA
33003017020P7;SUDESTE;SP;UNICAMP;CAMPINAS;ECONOMIA
33003017021P3;SUDESTE;SP;UNICAMP;CAMPINAS;ENGENHARIA ELÉTRICA
33003017022P0;SUDESTE;SP;UNICAMP;CAMPINAS;ENGENHARIA MECÂNICA
33003017023P6;SUDESTE;SP;UNICAMP;CAMPINAS;MEDICINA
33003017024P2;SUDESTE;SP;UNICAMP;CAMPINAS;GENÉTICA
33003017026P5;SUDESTE;SP;UNICAMP;CAMPINAS;ENGENHARIA AGRÍCOLA
33003017027P1;SUDESTE;SP;UNICAMP;CAMPINAS;CIÊNCIA E TECNOLOGIA DE ALIMENTOS
33003017028P8;SUDESTE;SP;UNICAMP;CAMPINAS;CIÊNCIA E TECNOLOGIA DE ALIMENTOS
33003017029P4;SUDESTE;SP;UNICAMP;CAMPINAS;CIÊNCIA E TECNOLOGIA DE ALIMENTOS
33003017030P2;SUDESTE;SP;UNICAMP;CAMPINAS;LINGÜÍSTICA
33003017031P9;SUDESTE;SP;UNICAMP;CAMPINAS;LETRAS
33003017033P1;SUDESTE;SP;UNICAMP;CAMPINAS;BIOLOGIA GERAL
33003017034P8;SUDESTE;SP;UNICAMP;CAMPINAS;ENGENHARIA QUÍMICA
33003017038P3;SUDESTE;SP;UNICAMP;CAMPINAS;GEOCIÊNCIAS
33003017039P0;SUDESTE;SP;UNICAMP;CAMPINAS;SOCIOLOGIA
33003017040P8;SUDESTE;SP;UNICAMP;CAMPINAS;BIOQUÍMICA
33003017041P4;SUDESTE;SP;UNICAMP;CAMPINAS;ENGENHARIA CIVIL
33003017042P0;SUDESTE;SP;UNICAMP;CAMPINAS;CIÊNCIA E TECNOLOGIA DE ALIMENTOS
33003017043P7;SUDESTE;SP;UNICAMP;CAMPINAS;LINGÜÍSTICA
